student_preference,lecturer_topics,match
I am interested in learning about Radioanalytical techniques for characterisation of media and its applications.,"['Wireless sensor networks', 'Computer Network', 'Radioanalytical techniques for characterisation of media']",1
I want to work on projects related to Mobile Commerce.,"['Hydrogen/ hydrogen isotope splitting', 'AI applications in robotics', 'Mobile Commerce']",1
I am fascino collaborate on research in Theory of Automata.,"['Embedded system applications', 'Digital System', '3D Printing of Green Polymers and Green Concrete']",0
I am interested in learning about Business Computing and its applications.,"['Smart Cities', 'Intelligent Control: Neural Networks, Fuzzy Controller, expert Systems', 'Network Analysis']",0
I want to work on projects related to Vibrations.,"['Edge Computing', 'Business Information System', '3D Printing']",0
I want to contribute to innovative solutions in Web Fundamentals and Programming.,"['Cybersecurity', 'Computer Organization', 'Web Fundamentals and Programming']",1
I am excited to explore the latest advancements in Digital Signal Processing and Generation.,"['Surface Chemistry & Material Functionalization', 'Solar Energy', 'IST2024 Applied Statistics']",0
I am looking to enhance my skills in Astrophysics.,"['Structural dynamics', 'Technology intervention for the Learning Disabilities and Neurodivergent', 'Astrophysics']",1
I want to work on projects related to Supply Chain Management.,"['Smart Cities', 'Distributed haptics', 'Supply Chain Management']",1
I want to contribute to innovative solutions in Bio-Based Nanomaterials.,"['Nanoparticles', 'Introduction to Medical Information System', 'Automated Test and Measurement Systems']",0
I am eager tuild a career in Civil Engineering / water resources management.,"['Programming paradigms: functional and object-oriented', 'Sustainable Energy & Environmental Sustainability', 'Advanced Topics in Computer Security']",0
I am fascino collaborate on research in Theory of Automata.,"['Communication Principles', 'Information Security tools', 'Theory of Automata']",1
I am excited to explore the latest advancements in Control Systems.,"['Tele-robotics', 'Safety, health and environment management', 'Mobile Commerce']",0
I am looking to enhance my skills in Renewable Energy System Management.,"['Surface Chemistry & Material Functionalization', 'Nanomaterials', 'Renewable Energy System Management']",1
I am excited to explore the latest advancements in Advanced Theory of Computations.,"['Startup Foundry', 'Supply Chain Management', 'Separation Processes']",0
I am excited to explore the latest advancements in Fastening technology.,"['Land use planning and optimisation', 'Big Data Analytics and Visualization', 'Safety, health and environment management']",0
I am passionate about Sustainable Engineering Design & Design and Innovation and want to explore more in this field.,"['Blended and Collaborative Learning', 'Nanocomposites', 'Digital System']",0
I am eager tuild a career in Cellular Networks.,"['Empirical Software Engineering', 'Advanced Business Analytics and Visualization', 'Software Enginnering']",0
I want to bated by Computer Systems Engineering and its potential to solve real-world problems.,"['Analog Electronics Devices', 'Digital Logic', 'Computer Systems Engineering']",1
I want to contribute to innovative solutions in Astrophysics.,"['Fundamental Electronics and Electrical', 'Information Systems Management and Strategy', 'Power Electronics; Intelligent Inverter Controller; Custom Power Devices; Intelligent Embedded System']",0
I am passionate about Data Structures and Algorithms and want to explore more in this field.,"['AI applications in robotics', 'Software Development and Education Research', 'Mobile system']",0
I am interested in learning about Synthesis and Characterization of Carbonaceous Materiels and its applications.,"['Mobile programming', 'Fundamental Electronics and Electrical', 'Network and Information Security']",0
I want to work on projects related to Design and Innovative Thinking.,"['Liquid thermophysical characterisation', 'Wastewater treatment [Biological treatment, adsorption]', 'Design and Innovative Thinking']",1
I am excited to explore the latest advancements in Computer Architecture.,"['Research Project', 'Sentiment Analysis', 'Computer Architecture']",1
I am interested in learning about Life cycle assessment and environmental impacts and its applications.,"['Energy Management System; Energy Transition; Power Quality', 'Digital System', 'Life cycle assessment and environmental impacts']",1
"I am eager tuild a career in Generative AI, Prompt Engineering, GenAI for Developers, GenAI API.","['Aerodynamic Performance Analysis', 'Microprocessor and Interfacing Techniques', 'Robotic Process Automation']",0
I am eager tuild a career in Lithium-ion battery.,"['Engineering Education', 'Process and plant design', 'AI applications in robotics']",0
I want to gain hands-on experience in Theory of Automata.,"['Edge Computing', 'Natural Product Processing', 'Context-awareness']",0
I am fascino collaborate on research in Design of ionic liquids for carbon dioxide removal.,"['Mechanical Engineering', 'Network architectures and protocols', 'Fault Tolerance']",0
I am passionate about Introduction to AI and ML and want to explore more in this field.,"['Reinforcement Learning', 'Eutectic Phase Change Materials', 'Distributed haptics']",0
I am looking to enhance my skills in Software Defined Networking.,"['Energy harvesting', 'Sustainable Engineering Design & Design and Innovation', 'Software Defined Networking']",1
I want to contribute to innovative solutions in Business Analytics (Information Systems).,"['Electromagnetic Fields & Waves', 'Interactive arts / contents design', 'Business Analytics (Information Systems)']",1
I want to bated by Software Development and Education Research and its potential to solve real-world problems.,"['Social Media Analytics', 'Monte Carlo methods', 'Transportation Systems']",0
I want to gain hands-on experience in Mobile App Development.,"['e-learning, e-commerce, e-health, games, Art & Design', 'Mobile applications', 'Mobile App Development']",1
I am passionate about Vulnerability Assessment and want to explore more in this field.,"['Heat transfer fluids, phase change materials and energy harvesting', 'Computer Science', 'Analog Electronics Devices']",0
I am passionate about Data Science and want to explore more in this field.,"['Artificial intelligence for renewable energy', 'Nanomaterial Sensors', 'Data Science']",1
I want to bated by Embedded Programming and its potential to solve real-world problems.,"['Geospatial Analysis', 'Bioremediation Engineering', 'Chemical product design and molecular design']",0
I am interested in learning about Microgrid/Smart Grid; Internet of Energy and its applications.,"['Advanced Topics in Computer Security', 'Catalysis', 'Modern Physics']",0
I am excited to explore the latest advancements in Software Design and Architecture.,"['Applied Artificial Intelligence', 'Certified Ethical Hacking and Countermeasures', 'Formal Methods in Software Engineering']",0
I want to contribute to innovative solutions in Sustainable technology.,"['IR.0, Connected Factories, Digital Twins, Cloud Robotics', 'Human-Computer Interaction / Future Interaction Design', 'Sustainable Energy Advancements']",0
I want to bated by Low carbon cements and its potential to solve real-world problems.,"['Microalgae', 'Design and Innovative Thinking', 'Low carbon cements']",1
I am looking to enhance my skills in Process Intensification.,"['Decarbonization strategies and Net-zero transition', 'Engineering Materials', '3D Printing']",0
I am excited to explore the latest advancements in Information Systems Management and Strategy.,"['Sustainable Energy Advancements', 'Mobile Technology with Learning Disabilities People', 'Mechanics']",0
I want to contribute to innovative solutions in Capstone Project.,"['Network Analysis', 'Hydrology & Hydraulic Engineering', 'Capstone Project']",1
I want to gain hands-on experience in Hardware Security.,"['Explainable AI', 'Digital System', 'Engineering Materials']",0
I am looking to enhance my skills in Computer Organization.,"['Environmental issues such as air pollution and waste management', 'Theory of Automata', 'Computer Organization']",1
I am fascino collaborate on research in Mobile programming.,"['Computer Science', 'Biomass processing and integrated biorefineries', 'OOP']",0
I am interested in learning about Sustainable Value Chain and its applications.,"['Business Intelligence', 'Resource conservation via process integration techniques', 'Sustainable Value Chain']",1
